500_400_across,,500_500_across,,500_500_thru,
X,Y,X,Y,X,Y
0.0547829285222452,-59.91115031253809,22.69725034498589,-0.29121177984715896,1.88850388126402,-37.16002752356297
0.1477977594584221,-55.94791329185975,22.856704340876476,-0.29121177984715896,1.9682308792093135,-36.8386839813458
0.13450992646754045,-56.16214232000453,23.016158336767063,-0.29121177984715896,1.9682308792093135,-36.988644301047145
0.13450992646754045,-56.33352554252034,23.175612332657657,-0.29121177984715896,2.0479578771546088,-36.49591753631417
0.13450992646754045,-56.50490876503616,23.335066328548244,-0.29121177984715896,2.0479578771546088,-36.66730075882998
0.13450992646754045,-56.676291987551984,23.454656825466188,-0.29121177984715896,2.1276848750999022,-36.324534313798345
0.13450992646754045,-56.847675210067806,23.9728823121106,-0.29121177984715896,2.1675483740725507,-36.49591753631417
0.13450992646754045,-57.01905843258363,24.132336308001193,-0.29121177984715896,2.247275372017844,-36.28168850816939
0.13450992646754045,-57.19044165509945,24.29179030389178,-0.29121177984715896,2.4465928668810815,-35.039160144929696
0.13450992646754045,-57.36182487761526,24.451244299782367,-0.29121177984715896,2.4465928668810815,-35.18912046463103
0.13450992646754045,-57.533208100131084,24.610698295672954,-0.29121177984715896,2.5396076978172566,-34.69639369989805
0.13450992646754045,-57.704591322646905,24.730288792590898,-0.29121177984715896,2.526319864826375,-34.910622728042824
0.13450992646754045,-57.87597454516273,25.248514279235316,-0.29121177984715896,2.60604686277167,-34.439318866124324
0.13450992646754045,-58.04735776767855,25.407968275125903,-0.29121177984715896,2.699061693707847,-34.2679356436085
0.13450992646754045,-58.21874099019436,25.56742227101649,-0.29121177984715896,2.645910361744317,-34.61070208864014
0.13450992646754045,-58.390124212710184,25.726876266907077,-0.29121177984715896,2.645910361744317,-34.73923950552701
0.13450992646754045,-58.561507435226005,25.88633026279767,-0.29121177984715896,2.7787886916531406,-34.010860809834774
0.13450992646754045,-58.73289065774183,26.045784258688258,-0.29121177984715896,2.725637359689612,-34.482164671753274
0.13450992646754045,-58.90427388025765,26.524146246360026,-0.29121177984715896,2.858515689598436,-33.75378597606104
0.13450992646754045,-59.07565710277347,26.683600242250613,-0.29121177984715896,2.8053643576349057,-34.225089837979546
0.13450992646754045,-59.247040325289284,26.843054238141207,-0.29121177984715896,2.885091355580201,-33.96801500420582
0.13450992646754045,-59.418423547805105,27.002508234031794,-0.29121177984715896,2.964818353525496,-33.66809436480313
0.13450992646754045,-59.589806770320926,27.16196222992238,-0.29121177984715896,3.243862846334027,-32.575526321264775
0.13450992646754045,-59.76118999283675,27.321416225812968,-0.29121177984715896,3.3235898442793204,-32.38272019593448
0.22752475740371558,-53.12009012034871,27.87950521143003,-0.29121177984715896,3.4033168422246156,-32.21133697341866
0.21423692441283393,-53.33431914849349,28.038959207320623,-0.29121177984715896,3.363453343251967,-32.5541034184503
0.21423692441283393,-53.50570237100931,28.19841320321121,-0.29121177984715896,3.483043840169909,-32.03995375090284
0.21423692441283393,-53.677085593525135,28.357867199101797,-0.29121177984715896,3.4431803411972624,-32.38272019593448
0.21423692441283393,-53.84846881604095,28.51732119499239,-0.29121177984715896,3.576058671106086,-31.868570528387018
0.21423692441283393,-54.01985203855677,28.676775190882978,-0.29121177984715896,3.522907339142556,-32.1684911677897
0.21423692441283393,-54.19123526107259,29.23486417650004,-0.29121177984715896,3.6424978360604996,-31.654341500242246
0.21423692441283393,-54.36261848358841,29.394318172390626,-0.29121177984715896,3.6823613350331463,-31.825724722758068
0.21423692441283393,-54.534001706104235,29.553772168281213,-0.29121177984715896,3.76208833297844,-31.654341500242246
0.21423692441283393,-54.705384928620056,29.713226164171807,-0.29121177984715896,4.0411328257869705,-30.711733776405232
0.21423692441283393,-54.87676815113587,29.872680160062394,-0.3340575854761143,4.120859823732268,-30.583196359518368
0.21423692441283393,-55.04815137365169,29.992270656980338,-0.3340575854761143,4.200586821677561,-30.411813137002547
0.21423692441283393,-55.21953459616751,30.51049614362475,-0.3340575854761143,4.160723322704914,-30.711733776405232
0.21423692441283393,-55.390917818683334,30.669950139515343,-0.3340575854761143,4.2803138196228545,-30.240429914486725
0.21423692441283393,-55.562301041199156,30.82940413540593,-0.3340575854761143,4.240450320650208,-30.54035055388941
