1,2,3,4,width
1.4997696481490133,1.4886644551122548,1.3281909582626412,1.316624188875224,0.2
1.6834433535859552,1.556811063375736,1.3849700176570492,1.3580530107783018,0.27272727272727276
2.031568862645899,1.632181647705429,1.4064762114865859,1.3750441638814015,0.34545454545454546
2.2614022711094774,1.6925827789294445,1.413844306613709,1.4002618172032,0.4181818181818182
2.4105387864385674,1.7449252087073692,1.4183738872270841,1.4183734980642222,0.49090909090909096
2.5082562825956414,1.7880944690734661,1.5809869916568209,1.4225372438601434,0.5636363636363637
2.5778411318411174,1.8238435505297694,1.7670647543360043,1.4284084472852254,0.6363636363636365
2.6276889623462103,1.958723485789846,1.8536501169655546,1.4386597838386954,0.7090909090909092
2.6657571128690876,2.122753884406712,1.88020869174984,1.4894678687917944,0.781818181818182
2.691443626958102,2.236792048807084,1.8983036012716348,1.5401703874251953,0.8545454545454547
2.7117548194090872,2.3268421621063085,1.913679726500194,1.649240776043594,0.9272727272727275
2.727891105320663,2.397684635592552,1.9264241121801469,1.7927334962506074,1.0
