1,2,3,4,width
1.4589043822213,1.4536407586319628,1.2703406284489112,1.2553788679863527,0.2
1.4768184092376375,1.4716830012576192,1.3002489858223536,1.2909953882153964,0.3181818181818182
1.5007036946019379,1.4977684520396704,1.3237646779982768,1.320486668310225,0.4363636363636364
1.537358184540768,1.5188932609261105,1.345843696183323,1.3324410991766553,0.5545454545454546
1.573575454927745,1.537957636211013,1.3583506023115253,1.3388885986931378,0.6727272727272727
1.6044990690992031,1.5542304462596135,1.3653331408424783,1.3421134541054758,0.790909090909091
1.6296428095221072,1.5679671585570554,1.3696298160108786,1.3480646443933735,0.9090909090909092
1.6491694385279012,1.5792032525774347,1.3803820692586268,1.372839214559336,1.0272727272727273
1.6648527607556567,1.5887841668516522,1.4151740846807965,1.3762596555477202,1.1454545454545455
1.677626787447346,1.5970965377791744,1.44883110557412,1.3941160746176335,1.2636363636363637
1.6882084932653274,1.6044762147741711,1.4789189907234306,1.4137769586700484,1.3818181818181818
1.6972969590590103,1.6112206761867873,1.5045460781556472,1.429098124644149,1.5
