1,2,3,4,width
1.5075161447892056,1.4908398849658657,1.3344275462551636,1.3188363918687227,0.2
1.6981888427170864,1.5748821006221183,1.386561111221261,1.363887863035086,0.27272727272727276
2.051695536968642,1.6578679587232543,1.4070535518674663,1.3790663417625253,0.34545454545454546
2.2815029186738855,1.7237278334048673,1.414258387465785,1.4049268577899217,0.4181818181818182
2.430127275550243,1.7797815496115528,1.4715685672804872,1.418785971728481,0.49090909090909096
2.528729347097511,1.827488908145155,1.5960108877568189,1.4231027127153957,0.5636363636363637
2.5973437668432813,1.8639853632941088,1.7874980201058324,1.4292258680338035,0.6363636363636365
2.6469157664857255,1.9815476815422066,1.8950573598869214,1.440344347033615,0.7090909090909092
2.684551653369018,2.144683798809782,1.9216836205827637,1.5214094754815328,0.781818181818182
2.7100391973320783,2.2580252816167556,1.9401384187014332,1.5751275450517106,0.8545454545454547
2.7302029057220003,2.3474704559790345,1.9557491641085973,1.6674685723787432,0.9272727272727275
2.7464778713494,2.418957493804192,1.9693355780090898,1.816609455388785,1.0
