6.766, 0.9465
13.15, 0.9463
19.54, 0.9444
25.92, 0.9427
32.84, 0.9405
38.69, 0.9374
43.91, 0.9347
47.21, 0.9299
52.66, 0.9279
56.36, 0.9195
62.64, 0.9165
66.89, 0.9082
70.26, 0.9042
77.00, 0.8945
82.86, 0.8918
87.22, 0.8832
93.35, 0.8805
97.22, 0.8739
103.6, 0.8725
106.8, 0.8666
113.2, 0.8661
117.8, 0.8614
123.9, 0.8596
130.2, 0.8571
143.0, 0.8519
149.1, 0.8473
162.1, 0.8437
168.5, 0.8408
174.9, 0.8388
181.3, 0.8369
187.7, 0.8342
194.1, 0.8313
200.5, 0.8301
206.8, 0.8281
213.2, 0.8257
219.6, 0.8232
226.0, 0.8223
232.4, 0.8203
238.8, 0.8184
245.2, 0.8163
251.5, 0.8156
257.9, 0.8139
264.3, 0.8125
270.7, 0.8107
277.1, 0.8102
283.5, 0.8087
289.8, 0.8078
296.2, 0.8063
302.6, 0.8059
309.0, 0.8049
315.4, 0.8042
321.8, 0.8033
328.2, 0.8026
334.5, 0.8019
340.9, 0.8012
347.3, 0.8000
353.7, 0.8000
360.1, 0.7993
366.5, 0.7987
372.9, 0.7982
379.2, 0.7978
385.6, 0.7973
392.0, 0.7968
398.4, 0.7962
404.8, 0.7961
411.2, 0.7957
417.6, 0.7955
423.9, 0.7951
430.3, 0.7948
436.7, 0.7945
443.1, 0.7942
449.5, 0.7939
455.9, 0.7937
462.2, 0.7933
468.6, 0.7931
475.0, 0.7927
481.4, 0.7927
487.3, 0.7924
494.2, 0.7922
500.6, 0.7915
506.6, 0.7918
513.3, 0.7916
519.7, 0.7915
526.1, 0.7910
532.5, 0.7910
538.9, 0.7909
545.3, 0.7905
551.6, 0.7904
558.0, 0.7904
564.4, 0.7903
570.8, 0.7899
577.2, 0.7898
583.6, 0.7898
590.0, 0.7897
596.3, 0.7895
602.7, 0.7892
609.1, 0.7892
615.5, 0.7892
621.9, 0.7892
628.3, 0.7888
634.7, 0.7887
641.0, 0.7887
647.4, 0.7887
653.8, 0.7887
660.2, 0.7884
666.6, 0.7881
673.0, 0.7881
679.3, 0.7881
685.7, 0.7881
692.1, 0.7881
698.5, 0.7882
