12.07, 1.047
29.44, 1.078
46.81, 1.112
64.19, 1.172
81.56, 1.248
98.93, 1.341
116.3, 1.437
133.7, 1.559
151.0, 1.625
185.8, 1.812
203.2, 1.890
220.5, 1.963
237.9, 2.027
255.3, 2.081
272.6, 2.135
290.0, 2.182
307.4, 2.215
324.8, 2.254
342.1, 2.296
359.5, 2.318
376.9, 2.345
394.2, 2.389
411.6, 2.398
429.0, 2.416
446.4, 2.435
463.7, 2.453
481.1, 2.469
498.5, 2.492
515.9, 2.499
533.2, 2.511
550.6, 2.522
568.0, 2.534
585.3, 2.546
602.7, 2.559
620.1, 2.565
637.5, 2.576
654.8, 2.585
672.2, 2.591
689.6, 2.602
699.7, 2.598
171.6, 1.769
163.6, 1.701
